FIPS,Total,Male,Female,Eighteen_Years_Plus,SixFive_Years_Plus,One_Race,Two_Plus_Races
51680,80569,37729,42840,65061,11368,78524,2045
51683,41174,20657,20517,30115,4003,39026,2148
51685,16986,8887,8099,12638,1437,16328,658
51690,12852,5707,7145,9755,2397,12338,514
51700,179673,86860,92813,137970,22744,170392,9281
51710,244601,127723,116878,196397,26570,233105,11496
51720,3970,1852,2118,3029,651,3871,99
51730,31362,14294,17068,24660,5241,30641,721
51735,12090,6023,6067,9422,2374,11838,252
51740,95097,45704,49393,72820,13774,91661,3436
51750,17691,8388,9303,15821,1532,17122,569
51760,226622,107430,119192,186666,29085,218912,7710
51770,99229,47256,51973,77528,15988,94906,4323
51775,25317,11771,13546,20473,4803,24554,763
51790,24432,11171,13261,19802,5126,23655,777
51800,90093,43698,46395,68190,12764,86683,3410
51810,450201,221324,228877,349884,61804,425088,25113
51820,22140,10836,11304,16982,3904,21668,472
51830,14927,6929,7998,13371,2342,14392,535
51840,27897,13694,14203,21499,4443,26714,1183
53001,19594,9980,9614,12699,2138,19189,405
53003,22421,10868,11553,17845,5122,21556,865
53005,197518,98762,98756,144640,28654,189813,7705
53007,76229,38219,38010,58135,14177,73339,2890
53009,75392,37128,38264,62411,21715,72488,2904
53011,473252,233959,239293,358350,71163,449188,24064
53013,3992,1926,2066,3212,1128,3780,212
53015,106778,52844,53934,82322,20082,100778,6000
53017,42023,21107,20916,31032,7229,40612,1411
53019,7578,3821,3757,6318,1928,6924,654
53021,92009,47702,44307,61842,8290,87589,4420
53023,2230,1139,1091,1695,551,2108,122
53025,95502,48538,46964,67239,12882,91468,4034
53027,72779,37317,35462,57843,15299,69615,3164
53029,82866,41393,41473,67720,19848,78991,3875
53031,31285,15276,16009,27379,11038,30090,1195
53033,2195502,1100652,1094850,1747408,284332,2054896,140606
53035,265882,135983,129899,211232,46144,245671,20211
53037,45897,23167,22730,37996,7220,44195,1702
53039,21721,10928,10793,17493,5126,21248,473
53041,78145,39083,39062,61287,16186,73985,4160
53043,10574,5345,5229,8311,2701,10303,271
53045,63804,33063,30741,51385,14383,60087,3717
53047,41842,21253,20589,32227,8837,39542,2300
53049,21688,10911,10777,18158,6565,20869,819
53051,13377,6742,6635,10813,3432,13025,352
53053,877013,437477,439536,670899,118606,804504,72509
53055,16788,8089,8699,14566,5527,16370,418
53057,125612,62106,63506,97993,25451,120727,4885
53059,11753,5900,5853,9512,2339,11478,275
53061,798808,400594,398214,617135,104645,748719,50089
53063,505505,250722,254783,393177,79841,481293,24212
53065,44655,22242,22413,35062,10058,42940,1715
53067,279711,136855,142856,219356,46930,262741,16970
53069,4268,2017,2251,3567,1410,4196,72
53071,60365,30904,29461,47598,10636,57598,2767
53073,220821,109070,111751,177569,37321,210493,10328
53075,49231,25175,24056,41781,5001,46876,2355
53077,249697,125044,124653,175354,33738,241437,8260
54001,16633,8170,8463,13301,3226,16309,324
54003,115329,56868,58461,88199,16666,111871,3458
54005,22368,11124,11244,17553,4275,22174,194
54007,14190,7162,7028,11393,3184,13940,250
54009,22459,11089,11370,18529,5124,22235,224
54011,94339,46172,48167,75652,17200,92123,2216
54013,7295,3523,3772,5858,1716,7247,48
54015,8709,4338,4371,6747,1748,8679,30
54017,8560,4739,3821,7218,1762,8413,147
54019,43576,21916,21660,34567,8902,43233,343
54021,8041,4725,3316,6833,1332,7886,155
54023,11616,5800,5816,9423,2778,11527,89
54025,35155,17088,18067,28243,7951,34452,703
54027,23309,11874,11435,18833,5073,23070,239
54029,29383,14178,15205,23767,6632,28634,749
54031,13805,7122,6683,10966,3019,13699,106
54033,67908,33109,34799,53362,12875,66414,1494
54035,28907,14345,14562,22686,5764,28664,243
54037,56506,27972,28534,43819,8781,54766,1740
54039,183279,88317,94962,146407,36609,178247,5032
54041,16166,8120,8046,12738,3269,15968,198
54043,20850,10366,10484,16158,3890,20581,269
54045,33154,16437,16717,26365,6430,32752,402
54047,18661,9595,9066,14833,3875,18420,241
54049,56355,27767,28588,45066,10770,55552,803
54051,31308,15516,15792,25178,6707,31016,292
54053,26820,13022,13798,21086,5469,26451,369
54055,59919,28419,31500,47623,12774,58998,921
54057,27167,13617,13550,21697,5780,26852,315
54059,24290,11851,12439,18869,4408,24024,266
54061,105474,54477,50997,88188,12827,102643,2831
54063,13401,6657,6744,10776,3317,13218,183
54065,17709,8755,8954,14440,4033,17291,418
54067,25078,12358,12720,19969,5460,24834,244
54069,42143,20307,21836,34079,8923,41337,806
54071,7001,3585,3416,5722,1852,6952,49
54073,7482,4045,3437,6023,1393,7412,70
54075,8450,4336,4114,6988,2099,8406,44
54077,33683,17286,16397,27173,6559,33284,399
54079,56610,27875,28735,43861,10125,55999,611
54081,75252,37679,37573,59574,15077,73720,1532
54083,28930,14844,14086,23390,6113,28827,103
54085,9844,4884,4960,7890,2253,9681,163
54087,14020,6923,7097,11025,2983,13792,228
54089,12848,5916,6932,10691,3115,12564,284
54091,16864,8490,8374,13440,3333,16632,232
54093,6982,3512,3470,5862,1764,6894,88
54095,8811,4394,4417,7076,1919,8731,80
54097,24502,12201,12301,19462,4843,24338,164
54099,40303,19608,20695,31883,8211,40006,297
54101,8386,4171,4215,6701,1907,8362,24
54103,15436,7469,7967,12250,3515,15298,138
54105,5798,2936,2862,4562,1137,5798,0
54107,84960,41052,43908,67020,16944,83897,1063
54109,21281,10477,10804,16853,4423,21057,224
55001,20094,10788,9306,17176,5773,19706,388
55003,15617,7905,7712,12148,2956,15194,423
55005,45229,22554,22675,35437,9684,44666,563
55007,14993,7636,7357,12391,4028,14645,348
55009,261368,129618,131750,198837,37538,252541,8827
55011,13126,6683,6443,10445,2840,12998,128
55013,15289,7857,7432,12574,4286,14770,519
55015,49928,25024,24904,37815,7158,49424,504
55017,63892,33135,30757,49721,11174,62766,1126
55019,34579,17489,17090,24395,5666,34072,507
55021,57133,29290,27843,44791,9968,56268,865
55023,16235,8459,7776,12915,3674,15978,257
55025,536078,266443,269635,425837,70979,519214,16864
55027,87715,45623,42092,69593,15105,86100,1615
55029,27472,13489,13983,23034,7961,27220,252
55031,43295,21760,21535,34664,7793,42276,1019
55033,44759,22476,22283,35897,6825,43878,881
55035,103514,51280,52234,82475,15665,101726,1788
55037,4314,2247,2067,3638,1105,4265,49
55039,102597,50579,52018,80648,18365,100295,2302
55041,8995,4529,4466,7197,2054,8789,206
55043,51733,26853,24880,41060,8731,51354,379
55045,36896,18354,18542,28643,6680,36463,433
55047,18755,9460,9295,14575,4050,18524,231
55049,23618,11865,11753,18201,4254,23384,234
55051,5687,2891,2796,4889,1713,5631,56
55053,20522,10956,9566,16023,3792,19910,612
55055,84701,42338,42363,66577,13910,82757,1944
55057,26478,14142,12336,21148,5330,26080,398
55059,168524,83347,85177,129381,22983,163829,4695
55061,20387,10316,10071,16025,4038,20122,265
55063,117894,57478,60416,94443,18678,115532,2362
55065,16715,8468,8247,12638,3039,16600,115
55067,19146,9703,9443,15459,4470,18792,354
55069,27744,13922,13822,22578,5818,27291,453
55071,79185,39500,39685,62762,15721,78063,1122
55073,135396,68016,67380,104283,23169,132613,2783
55075,40391,20316,20075,32712,9370,39767,624
55077,15304,7798,7506,12319,3693,15078,226
55078,4558,2297,2261,3068,591,4345,213
55079,951226,460464,490762,721877,125940,916033,35193
55081,45771,23127,22644,34131,7537,45149,622
55083,37646,19189,18457,30034,7573,37072,574
55085,35381,17793,17588,29298,9051,34990,391
55087,185700,92704,92996,141633,26549,182076,3624
55089,88597,43578,45019,69531,17044,86618,1979
55091,7265,3690,3575,5746,1593,7198,67
55093,41977,20790,21187,33222,5984,41210,767
55095,43438,21885,21553,34237,8717,42896,542
55097,70632,35584,35048,56939,11351,69569,1063
55099,13416,6806,6610,11084,3365,13276,140
55101,195602,96899,98703,150008,31584,189529,6073
55103,17459,8766,8693,13675,3844,17307,152
55105,162152,79875,82277,124226,26139,156966,5186
55107,14132,7074,7058,11226,3348,13828,304
55109,88732,44328,44404,66383,12029,87143,1589
55111,63922,31929,31993,49312,11474,62609,1313
55113,16399,8356,8043,13198,4141,15832,567
55115,40904,20420,20484,32080,8474,39834,1070
55117,115178,57965,57213,89475,20118,112752,2426
55119,20325,10367,9958,15511,3828,20022,303
55121,29499,14983,14516,22150,5235,29230,269
55123,30633,15413,15220,22643,5829,30232,401
55125,21751,11037,10714,18167,6644,20969,782
55127,103074,51443,51631,81317,17631,100606,2468
55129,15688,7810,7878,12696,4038,15430,258
55131,134925,66936,67989,104964,23547,132842,2083
55133,400475,196972,203503,313585,72414,394191,6284
55135,51245,26237,25008,40717,10451,50692,553
55137,24193,12742,11451,19714,5755,23749,444
55139,170411,85855,84556,135327,27014,167465,2946
55141,73112,35993,37119,57295,14703,71903,1209
56001,38390,19931,18459,32186,4325,37225,1165
56003,11882,6071,5811,8868,2501,11696,186
56005,47409,24089,23320,34281,4360,45962,1447
56007,15247,8179,7068,11683,2489,14929,318
56009,13921,7169,6752,10453,2304,13493,428
56011,7472,3745,3727,5632,1430,7310,162
56013,39812,20034,19778,29755,7110,38282,1530
56015,13342,6789,6553,10631,2878,13030,312
56017,4607,2312,2295,3695,1104,4559,48
56019,8487,4435,4052,6614,1943,8385,102
56021,98320,49857,48463,75565,15274,94730,3590
56023,19274,9801,9473,14039,3211,18706,568
56025,80333,40342,39991,60945,11580,78527,1806
56027,2422,1091,1331,1953,552,2409,13
56029,29148,14347,14801,23133,6459,28559,589
56031,8582,4531,4051,7030,2049,8371,211
56033,30140,15015,15125,23704,6167,29689,451
56035,9880,5478,4402,7548,1758,9545,335
56037,43521,22471,21050,31974,4972,42534,987
56039,23280,12325,10955,18842,3268,23128,152
56041,20479,10406,10073,14506,2665,19752,727
56043,8027,4065,3962,6049,1693,7723,304
56045,7049,3719,3330,5567,1370,6959,90
